Timestamp,base_PosX,base_PosY,base_PosZ,base_RotX,base_RotY,base_RotZ,base_RotW,base_jointAngle,shoulder_PosX,shoulder_PosY,shoulder_PosZ,shoulder_RotX,shoulder_RotY,shoulder_RotZ,shoulder_RotW,shoulder_jointAngle,elbow_PosX,elbow_PosY,elbow_PosZ,elbow_RotX,elbow_RotY,elbow_RotZ,elbow_RotW,elbow_jointAngle,wrist1_PosX,wrist1_PosY,wrist1_PosZ,wrist1_RotX,wrist1_RotY,wrist1_RotZ,wrist1_RotW,wrist1_jointAngle,wrist2_PosX,wrist2_PosY,wrist2_PosZ,wrist2_RotX,wrist2_RotY,wrist2_RotZ,wrist2_RotW,wrist2_jointAngle,wrist3_PosX,wrist3_PosY,wrist3_PosZ,wrist3_RotX,wrist3_RotY,wrist3_RotZ,wrist3_RotW,wrist3_jointAngle,ee_PosX,ee_PosY,ee_PosZ,ee_RotX,ee_RotY,ee_RotZ,ee_RotW,suctionOn,blockAttracted
5.605,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
5.705,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
5.813,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
5.913,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.017,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.118,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.223,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.329,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.435,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.539,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.646,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.753,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.861,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
6.962,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.063,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.171,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.275,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.383,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.487,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.594,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.7,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.81,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
7.919,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.022,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.13,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.237,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.341,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.45,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.556,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.66,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.765,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.866,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
8.972,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.079,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.187,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.294,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.401,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.507,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.614,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.721,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.821,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
9.93,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.034,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.134,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.242,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.348,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.455,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.561,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.667,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.775,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.881,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
10.988,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.096,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.204,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.313,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
11.413,0.275,0.958,0.12,0,0.707,0,-0.707,179.977,0.275,0.958,-0.016,-0.267,0.655,-0.267,-0.655,-45.656,-0.022,1.262,0.104,-0.548,0.447,-0.548,-0.447,57.303,-0.406,1.183,0.104,-0.564,0.427,-0.564,-0.427,-85.944,-0.406,1.183,0.011,0,0,-0.797,-0.604,-89.954,-0.497,1.157,0.011,0,0,-0.797,-0.604,0,-0.475,1.078,0.011,0,0,-0.991,0.137,FALSE,FALSE
